Chromosome	Start	End
chr5	93130000	93970000
chr5	93990000	94410000
chr5	94430000	95130000
chr5	95150000	95590000
chr5	95610000	96130000
chr5	96150000	96590000
chr5	96610000	97070000
chr5	97090000	97450000
chr5	97470000	97750000
chr5	97770000	98370000
chr5	98390000	98870000
chr5	98890000	99750000
chr5	99770000	99910000
chr5	99930000	100590000
chr5	100610000	100890000
chr5	100910000	101230000
chr5	101250000	101610000
chr5	101630000	102110000
chr5	102130000	102510000
chr5	102530000	103170000
chr5	103190000	103550000
chr5	103570000	103870000
chr5	103890000	104330000
chr5	104350000	104830000
chr5	104850000	105170000
chr5	105190000	105570000
chr5	105590000	106130000
chr5	106150000	106550000
chr5	106570000	106750000
chr5	106770000	106950000
chr5	106970000	107270000
chr5	107290000	107730000
chr5	107750000	108130000
chr5	108150000	108770000
chr5	108790000	109070000
chr5	109090000	109450000
chr5	109470000	109610000
chr5	109630000	109770000
chr5	109790000	110330000
chr5	110350000	110930000
chr5	110950000	111390000
chr5	111410000	111690000
chr5	111710000	112130000
chr5	112150000	112690000
chr5	112710000	112930000
chr5	112950000	113470000
chr5	113490000	113950000
chr5	113970000	114490000
chr5	114510000	115290000
chr5	115310000	115610000
chr5	115630000	115950000
chr5	115970000	116290000
chr5	116310000	116410000
chr5	116430000	116630000
chr5	116650000	116970000
chr5	116990000	117390000
chr5	117410000	118350000
chr5	118370000	119210000
chr5	119230000	119810000
chr6	1670000	2070000
chr6	2090000	3370000
chr6	3390000	4370000
chr6	4390000	5410000
chr6	5430000	5830000
chr6	5850000	6330000
chr6	6350000	6670000
chr6	6690000	6850000
chr6	6870000	9630000
chr6	9650000	10830000
chr6	10850000	11170000
chr6	11190000	11570000
chr6	11590000	12230000
chr6	12250000	12510000
chr6	12530000	12990000
chr6	13010000	13470000
chr6	13490000	13950000
chr6	13970000	14850000
chr6	14870000	15530000
chr6	15550000	15930000
chr6	15950000	16650000
chr6	16670000	17230000
chr6	17250000	17490000
chr6	17510000	17950000
chr6	17970000	18270000
chr6	18290000	18630000
chr6	18650000	18930000
chr6	18950000	19690000
chr6	19710000	20310000
chr6	20330000	20630000
chr6	20650000	21150000
chr6	21170000	21730000
chr6	21750000	22170000
chr6	22190000	22430000
chr6	22450000	23150000
chr6	23170000	23430000
chr6	23450000	23870000
chr6	23890000	24330000
chr6	24350000	24730000
chr6	24750000	25110000
chr6	25130000	25510000
chr6	25530000	26130000
chr6	26150000	26430000
chr6	26450000	27250000
chr6	27270000	27590000
chr6	27610000	28090000
chr6	28110000	28970000
chr6	28990000	29370000
chr6	29390000	29950000
chr6	29970000	30290000
chr6	30310000	30790000
chr6	30810000	31390000
chr6	31410000	31770000
chr6	31790000	32370000
chr6	32390000	33490000
chr6	33510000	34310000
chr6	34330000	34730000
chr6	34750000	35170000
chr6	35190000	35670000
chr6	35690000	36050000
chr6	36070000	36250000
chr6	36270000	36670000
chr6	36690000	37010000
chr6	37030000	37310000
chr6	37330000	38190000
chr6	38210000	38730000
chr6	38750000	39810000
chr6	39830000	39990000
chr6	40010000	40230000
chr6	40250000	40670000
chr6	40690000	41030000
chr6	41050000	41370000
chr6	41390000	41910000
chr6	41930000	42390000
chr6	42410000	42690000
chr6	42710000	43550000
chr6	43570000	44070000
chr6	44090000	44930000
chr6	44950000	45390000
chr6	45410000	45890000
chr6	45910000	46450000
chr6	46470000	47070000
chr6	47090000	47550000
chr6	47570000	48350000
chr6	48370000	49590000
chr6	49610000	49930000
chr6	49950000	50310000
chr6	50330000	50810000
chr6	50830000	52130000
chr6	52150000	53030000
chr6	53050000	53890000
chr6	53910000	55250000
chr6	55270000	55630000
chr6	55650000	56910000
chr6	56930000	57330000
chr6	57350000	58010000
chr6	58030000	58490000
chr6	58510000	59070000
chr6	59090000	59310000
chr6	59330000	59630000
chr6	59650000	59790000
chr6	59810000	60150000
chr6	60170000	60550000
chr6	60570000	60810000
chr6	60830000	60930000
chr6	60950000	61370000
chr6	61390000	61770000
chr6	61790000	62810000
chr6	62830000	63330000
chr6	63350000	63990000
chr6	64010000	64410000
chr6	64430000	64850000
chr6	64870000	65350000
chr6	65370000	66070000
chr6	66090000	66290000
chr6	66310000	66790000
chr6	66810000	67130000
chr6	67150000	67630000
chr6	67650000	67910000
chr6	67930000	68670000
chr6	68690000	69450000
chr6	69470000	69750000
chr6	69770000	70450000
chr6	70470000	70790000
chr6	70810000	71350000
chr6	71370000	71730000
chr6	71750000	72390000
chr6	72410000	72810000
chr6	72830000	73110000
chr6	73130000	74510000
chr6	74530000	76170000
chr6	76190000	76710000
chr6	76730000	77250000
chr6	77270000	78290000
chr6	78310000	80150000
chr6	80170000	80790000
chr6	80810000	81290000
chr6	81310000	82370000
chr6	82390000	83150000
chr6	83170000	83410000
chr6	83430000	84150000
chr6	84170000	84630000
chr6	84650000	85070000
chr6	85090000	85350000
chr6	85370000	85930000
chr6	85950000	86930000
chr6	86950000	87310000
chr6	87330000	88150000
chr6	88170000	88350000
chr6	88370000	88590000
chr6	88610000	89090000
chr6	89110000	89630000
chr6	89650000	90770000
chr6	90790000	90970000
chr6	90990000	91630000
chr6	91650000	92050000
chr6	92070000	92410000
chr6	92430000	92630000
chr6	92650000	93290000
chr6	93310000	93670000
chr6	93690000	94270000
chr6	94290000	94910000
chr6	94930000	95010000
chr6	95030000	95830000
chr6	95850000	96170000
chr6	96190000	97090000
chr6	97110000	97650000
chr6	97670000	97830000
chr6	97850000	98230000
chr6	98250000	98390000
chr6	98410000	98930000
chr6	98950000	99350000
chr6	99370000	99850000
chr6	99870000	100610000
chr6	100630000	100930000
chr6	100950000	101410000
chr6	101430000	101810000
chr6	101830000	102150000
chr6	102170000	102390000
chr6	102410000	103350000
chr6	103370000	104170000
chr6	104190000	104850000
chr6	104870000	105210000
chr6	105230000	105330000
chr6	105350000	105610000
chr6	105630000	106530000
chr6	106550000	106970000
chr6	106990000	107930000
chr6	107950000	108810000
chr6	108830000	109470000
chr6	109490000	109810000
chr6	109830000	110110000
chr6	110130000	110330000
chr6	110350000	110610000
chr6	110630000	110870000
chr6	110890000	111470000
chr6	111490000	111710000
chr6	111730000	112070000
chr6	112090000	112430000
chr6	112450000	112910000
chr6	112930000	113190000
chr6	113210000	113510000
chr6	113530000	114150000
chr6	114170000	114430000
chr6	114450000	114770000
chr6	114790000	115670000
chr6	115690000	115970000
chr6	115990000	116330000
chr6	116350000	116850000
chr6	116870000	117370000
chr7	550000	990000
chr7	1010000	1410000
chr7	1430000	1790000
chr7	1810000	2230000
chr7	2250000	2490000
chr7	2510000	2990000
chr7	3010000	3670000
chr7	3690000	4070000
chr7	4090000	4730000
chr7	4750000	5270000
chr7	5290000	5750000
chr7	5770000	5990000
chr7	6010000	6390000
chr7	6410000	6810000
chr7	6830000	6990000
chr7	7010000	7570000
chr7	7590000	8070000
chr7	8090000	8690000
chr7	8710000	10170000
chr7	10190000	11050000
chr7	11070000	11230000
chr7	11250000	11590000
chr7	11610000	11870000
chr7	11890000	12390000
chr7	12410000	12670000
chr7	12690000	12850000
chr7	12870000	13450000
chr7	13470000	14410000
chr7	14430000	14650000
chr7	14670000	14930000
chr7	14950000	15310000
chr7	15330000	15670000
chr7	15690000	15930000
chr7	15950000	16390000
chr7	16410000	16950000
chr7	16970000	17170000
chr7	17190000	17630000
chr7	17650000	18050000
chr7	18070000	18430000
chr7	18450000	18610000
chr7	18630000	19170000
chr7	19190000	19330000
chr7	19350000	19630000
chr7	19650000	20230000
chr7	20250000	20870000
chr7	20890000	21490000
chr7	21510000	22070000
chr7	22090000	22550000
chr7	22570000	23050000
chr7	23070000	23270000
chr7	23290000	24290000
chr7	24310000	24950000
chr7	24970000	25170000
chr7	25190000	25730000
chr7	25750000	26450000
chr7	26470000	27270000
chr7	27290000	27550000
chr7	27570000	29010000
chr7	29030000	29450000
chr7	29470000	30110000
chr7	30130000	30390000
chr7	30410000	31330000
chr7	31350000	31630000
chr7	31650000	31850000
chr7	31870000	32310000
chr7	32330000	32710000
chr7	32730000	33270000
chr7	33290000	34010000
chr7	34030000	34310000
chr7	34330000	34890000
chr7	34910000	35410000
chr7	35430000	36210000
chr7	36230000	37310000
chr7	37330000	37790000
chr7	37810000	38030000
chr7	38050000	38570000
chr7	38590000	38770000
chr7	38790000	39130000
chr7	39150000	39290000
chr7	39310000	39790000
chr7	39810000	40510000
chr7	40530000	41290000
chr7	41310000	42590000
chr7	42610000	43010000
chr7	43030000	43690000
chr7	43710000	43930000
chr7	43950000	44410000
chr7	44430000	44630000
chr7	44650000	45650000
chr7	45670000	46390000
chr7	46410000	46930000
chr7	46950000	47290000
chr7	47310000	47670000
chr7	47690000	48210000
chr7	48230000	49050000
chr7	49070000	49490000
chr7	49510000	49610000
chr7	49630000	49790000
chr7	49810000	50650000
chr7	50670000	50950000
chr7	50970000	51330000
chr7	51350000	51830000
chr7	51850000	52290000
chr7	52310000	52670000
chr7	52690000	53030000
chr7	53050000	53630000
chr7	53650000	53970000
chr7	53990000	54450000
chr7	54470000	54950000
chr7	54970000	55270000
chr7	55290000	57410000
chr7	57430000	57650000
chr7	57670000	58430000
chr7	58450000	58810000
chr7	58830000	59070000
chr7	59090000	59410000
chr7	59430000	59810000
chr7	59830000	60130000
chr7	60150000	60450000
chr7	60470000	60930000
chr7	60950000	61310000
chr7	61330000	61770000
chr7	61790000	62270000
chr7	62290000	62490000
chr7	62510000	62990000
chr7	63010000	63770000
chr7	63790000	64770000
chr7	64790000	65270000
chr7	65290000	65690000
chr7	65710000	66150000
chr7	66170000	67450000
chr7	67470000	68210000
chr7	68230000	68830000
chr7	68850000	69330000
chr7	69350000	69570000
chr7	69590000	70270000
chr7	70290000	70710000
chr7	70730000	70910000
chr7	70930000	71550000
chr7	71570000	72010000
chr7	72030000	72630000
chr7	72650000	73570000
chr7	73590000	74430000
chr7	74450000	75110000
chr7	75130000	75710000
chr7	75730000	76370000
chr7	76390000	77130000
chr7	77150000	78830000
chr7	78850000	79630000
chr7	79650000	80270000
chr7	80290000	80750000
chr7	80770000	81290000
chr7	81310000	82210000
chr7	82230000	82930000
chr7	82950000	83550000
chr7	83570000	85230000
chr7	85250000	85630000
chr7	85650000	86370000
chr7	86390000	86650000
chr7	86670000	87070000
chr7	87090000	88230000
chr7	88250000	88870000
chr7	88890000	89910000
chr7	89930000	90350000
chr7	90370000	90930000
chr7	90950000	91390000
chr7	91410000	91730000
chr7	91750000	91950000
chr7	91970000	92370000
chr7	92390000	93050000
chr7	93070000	93330000
chr7	93350000	94230000
chr7	94250000	94810000
chr7	94830000	95170000
chr7	95190000	95670000
chr7	95690000	95970000
chr7	95990000	96190000
chr7	96210000	96630000
chr7	96650000	97710000
chr7	97730000	98090000
chr7	98110000	98330000
chr7	98350000	100230000
chr7	100250000	100770000
chr7	100790000	101290000
chr7	101310000	101550000
chr7	101570000	102110000
chr7	102130000	102590000
chr7	102610000	103350000
chr7	103370000	104450000
chr7	104470000	105450000
chr7	105470000	106810000
chr7	106830000	107490000
chr7	107510000	107930000
chr7	107950000	108510000
chr7	108530000	109070000
chr7	109090000	109730000
chr7	109750000	110170000
chr8	1110000	1510000
chr8	1530000	1950000
chr8	1970000	2810000
chr8	2830000	3390000
chr8	3410000	3910000
chr8	3930000	4310000
chr8	4330000	5390000
chr8	5410000	5710000
chr8	5730000	5810000
chr8	5830000	6550000
chr8	6570000	7110000
chr8	7130000	7470000
chr8	7490000	8070000
chr8	8090000	8470000
chr8	8490000	8770000
chr8	8790000	9330000
chr8	9350000	9570000
chr8	9590000	9910000
chr8	9930000	10250000
chr8	10270000	10710000
chr8	10730000	11170000
chr8	11190000	11490000
chr8	11510000	11690000
chr8	11710000	12890000
chr8	12910000	13210000
chr8	13230000	14070000
chr8	14090000	14850000
chr8	14870000	15810000
chr8	15830000	16230000
chr8	16250000	16670000
chr8	16690000	16990000
chr8	17010000	17330000
chr8	17350000	17990000
chr8	18010000	21070000
chr8	21090000	21710000
chr8	21730000	22230000
chr8	22250000	22570000
chr8	22590000	23330000
chr8	23350000	23790000
chr8	23810000	24050000
chr8	24070000	24450000
chr8	24470000	24830000
chr8	24850000	25170000
chr8	25190000	26050000
chr8	26070000	26570000
chr8	26590000	26890000
chr8	26910000	28650000
chr8	28670000	29150000
chr8	29170000	29710000
chr8	29730000	30910000
chr8	30930000	31210000
chr8	31230000	31670000
chr8	31690000	33010000
chr8	33030000	33230000
chr8	33250000	34370000
chr8	34390000	34790000
chr8	34810000	35430000
chr8	35450000	35950000
chr8	35970000	36430000
chr8	36450000	36690000
chr8	36710000	37090000
chr8	37110000	37510000
chr8	37530000	38110000
chr8	38130000	38830000
chr8	38850000	39350000
chr8	39370000	39850000
chr8	39870000	40110000
chr8	40130000	40810000
chr8	40830000	41290000
chr8	41310000	41630000
chr8	41650000	42430000
chr8	42450000	42930000
chr8	42950000	43550000
chr8	43570000	43670000
chr8	43690000	44310000
chr8	44330000	44670000
chr8	44690000	45170000
chr8	45190000	45510000
chr8	45530000	46070000
chr8	46090000	46410000
chr8	46430000	46790000
chr8	46810000	47090000
chr8	47110000	47470000
chr8	47490000	48010000
chr8	48030000	48250000
chr8	48270000	48490000
chr8	48510000	48990000
chr8	49010000	49350000
chr8	49370000	50770000
chr8	50790000	51210000
chr8	51230000	51890000
chr8	51910000	52430000
chr8	52450000	52770000
chr8	52790000	53150000
chr8	53170000	53430000
chr8	53450000	53730000
chr8	53750000	54230000
chr8	54250000	55050000
chr8	55070000	55470000
chr8	55490000	56150000
chr8	56170000	56450000
chr8	56470000	58070000
chr8	58090000	58650000
chr8	58670000	59150000
chr8	59170000	59290000
chr8	59310000	59790000
chr8	59810000	60210000
chr8	60230000	60770000
chr8	60790000	61590000
chr8	61610000	61870000
chr8	61890000	62490000
chr8	62510000	62850000
chr8	62870000	63090000
chr8	63110000	63350000
chr8	63370000	63830000
chr8	63850000	64210000
chr8	64230000	65310000
chr8	65330000	65570000
chr8	65590000	66530000
chr8	66550000	66910000
chr8	66930000	67270000
chr8	67290000	67530000
chr8	67550000	68490000
chr8	68510000	69230000
chr8	69250000	69890000
chr8	69910000	70330000
chr8	70350000	70870000
chr8	70890000	71430000
chr8	71450000	71650000
chr8	71670000	72370000
chr8	72390000	72850000
chr8	72870000	73410000
chr8	73430000	73730000
chr8	73750000	73870000
chr8	73890000	74370000
chr8	74390000	74770000
chr8	74790000	75070000
chr8	75090000	75710000
chr8	75730000	76010000
chr8	76030000	76250000
chr8	76270000	76850000
chr8	76870000	77170000
chr8	77190000	77570000
chr8	77590000	77930000
chr8	77950000	78990000
chr8	79010000	79470000
chr8	79490000	80130000
chr8	80150000	80550000
chr8	80570000	81070000
chr8	81090000	81690000
chr8	81710000	82370000
chr8	82390000	83030000
chr8	83050000	83350000
chr8	83370000	83810000
chr8	83830000	84250000
chr8	84270000	84350000
chr8	84370000	84490000
chr8	84510000	84970000
chr8	84990000	85270000
chr8	85290000	85570000
chr8	85590000	86130000
chr8	86150000	86990000
chr8	87010000	87910000
chr8	87930000	88550000
chr8	88570000	89070000
chr8	89090000	89550000
chr8	89570000	90050000
chr8	90070000	90390000
chr8	90410000	91310000
chr8	91330000	91750000
chr8	91770000	92210000
chr8	92230000	92310000
chr8	92330000	92870000
chr8	92890000	93590000
chr8	93610000	94050000
chr8	94070000	94550000
chr8	94570000	94950000
chr8	94970000	95370000
chr8	95390000	95530000
chr8	95550000	96610000
chr8	96630000	97110000
chr8	97130000	98430000
chr8	98450000	99090000
chr8	99110000	99430000
chr8	99450000	99750000
chr8	99770000	100130000
chr8	100150000	100810000
chr8	100830000	101050000
chr8	101070000	101510000
chr8	101530000	101790000
chr8	101810000	101970000
chr8	101990000	102330000
chr8	102350000	102890000
chr8	102910000	103290000
chr8	103310000	103570000
chr8	103590000	104210000
chr8	104230000	104750000
chr8	104770000	105330000
chr8	105350000	105890000
chr8	105910000	106930000
chr8	106950000	107550000
chr8	107570000	107830000
chr8	107850000	108910000
chr8	108930000	109950000
chr8	109970000	110530000
chr8	110550000	110910000
chr8	110930000	111150000
chr8	111170000	111950000
chr8	111970000	112470000
chr9	450000	830000
chr9	850000	1490000
chr9	1510000	1550000
chr9	1570000	2990000
chr9	3010000	4430000
chr9	4450000	4850000
chr9	4870000	5330000
chr9	5350000	7330000
chr9	7350000	7570000
chr9	7590000	8590000
chr9	8610000	9270000
chr9	9290000	9810000
chr9	9830000	10170000
chr9	10190000	10410000
chr9	10430000	11670000
chr9	11690000	11970000
chr9	11990000	12670000
chr9	12690000	13170000
chr9	13190000	13850000
chr9	13870000	14830000
chr9	14850000	15210000
chr9	15230000	15550000
chr9	15570000	16270000
chr9	16290000	17070000
chr9	17090000	18430000
chr9	18450000	19150000
chr9	19170000	19390000
chr9	19410000	19610000
chr9	19630000	19790000
chr9	19810000	20470000
chr9	20490000	20970000
chr9	20990000	21490000
chr9	21510000	22070000
chr9	22090000	22950000
chr9	22970000	23490000
chr9	23510000	23750000
chr9	23770000	24030000
chr9	24050000	24530000
chr9	24550000	25290000
chr9	25310000	25530000
chr9	25550000	25950000
chr9	25970000	26330000
chr9	26350000	27570000
chr9	27590000	27990000
chr9	28010000	28690000
chr9	28710000	28830000
chr9	28850000	29770000
chr9	29790000	30110000
chr9	30130000	30990000
chr9	31010000	31270000
chr9	31290000	31910000
chr9	31930000	32090000
chr9	32110000	32710000
chr9	32730000	32990000
chr9	33010000	33430000
chr9	33450000	33770000
chr9	33790000	34110000
chr9	34130000	34650000
chr9	34670000	35330000
chr9	35350000	35730000
chr9	35750000	36430000
chr9	36450000	37050000
chr9	37070000	37670000
chr9	37690000	38090000
chr9	38110000	38350000
chr9	38370000	38730000
chr9	38750000	39150000
chr9	39170000	39330000
chr9	39350000	39750000
chr9	39770000	40130000
chr9	40150000	40530000
chr9	40550000	41050000
chr9	41070000	41250000
chr9	41270000	41630000
chr9	41650000	42150000
chr9	42170000	42890000
chr9	42910000	43350000
chr9	43370000	43650000
chr9	43670000	44550000
chr9	44570000	44930000
chr9	44950000	45150000
chr9	45170000	45430000
chr9	45450000	46290000
chr9	46310000	46770000
chr9	46790000	47830000
chr9	47850000	48610000
chr9	48630000	49250000
chr9	49270000	50010000
chr9	50030000	50490000
chr9	50510000	50890000
chr9	50910000	51990000
chr9	52010000	52330000
chr9	52350000	52710000
chr9	52730000	52870000
chr9	52890000	53310000
chr9	53330000	53950000
chr9	53970000	54570000
chr9	54590000	55970000
chr9	55990000	56730000
chr9	56750000	57410000
chr9	57430000	58070000
chr9	58090000	59650000
chr9	59670000	60390000
chr9	60410000	60770000
chr9	60790000	61130000
chr9	61150000	62110000
chr9	62130000	62430000
chr9	62450000	62850000
chr9	62870000	63770000
chr9	63790000	64150000
chr9	64170000	64650000
chr9	64670000	65150000
chr9	65170000	65710000
chr9	65730000	66050000
chr9	66070000	66830000
chr9	66850000	67630000
chr9	67650000	68190000
chr9	68210000	68910000
chr9	68930000	69250000
chr9	69270000	69590000
chr9	69610000	70250000
chr9	70270000	70430000
chr9	70450000	70970000
chr9	70990000	71310000
chr9	71330000	71750000
chr9	71770000	72090000
chr9	72110000	72270000
chr9	72290000	73030000
chr9	73050000	73510000
chr9	73530000	74330000
chr9	74350000	74510000
chr9	74530000	74790000
chr9	74810000	75510000
chr9	75530000	75830000
chr9	75850000	76130000
chr9	76150000	76550000
chr9	76570000	76770000
chr9	76790000	77030000
chr9	77050000	77410000
chr9	77430000	77670000
chr9	77690000	78370000
chr9	78390000	78470000
chr9	78490000	79190000
chr9	79210000	79610000
chr9	79630000	79910000
chr9	79930000	80930000
chr9	80950000	81470000
chr9	81490000	81910000
chr9	81930000	82230000
chr9	82250000	82550000
chr9	82570000	82990000
chr9	83010000	83230000
chr9	83250000	83810000
chr9	83830000	84070000
chr9	84090000	84730000
chr9	84750000	85470000
chr9	85490000	85850000
chr9	85870000	86270000
chr9	86290000	86910000
chr9	86930000	87070000
chr9	87090000	87510000
chr9	87530000	87970000
chr9	87990000	88450000
chr9	88470000	89150000
chr9	89170000	89450000
chr9	89470000	89870000
chr9	89890000	90230000
chr9	90250000	90830000
chr9	90850000	91350000
chr9	91370000	91930000
chr9	91950000	92690000
chr9	92710000	93210000
chr9	93230000	93910000
chr9	93930000	94490000
chr9	94510000	94670000
chr9	94690000	95050000
chr9	95070000	95330000
chr9	95350000	95950000
chr9	95970000	96270000
chr9	96290000	96590000
chr9	96610000	97010000
chr9	97030000	98250000
chr9	98270000	98810000
chr9	98830000	99470000
chr9	99490000	100170000
chr9	100190000	100410000
chr9	100430000	100930000
chr9	100950000	101250000
chr9	101270000	101670000
chr9	101690000	101950000
chr9	101970000	102450000
chr9	102470000	102950000
chr9	102970000	103530000
chr9	103550000	104190000
chr10	1030000	1490000
chr10	1510000	1790000
chr10	1810000	2470000
chr10	2490000	3390000
chr10	3410000	3950000
chr10	3970000	4450000
chr10	4470000	4690000
chr10	4710000	5030000
chr10	5050000	5130000
chr10	5150000	5670000
chr10	5690000	6350000
chr10	6370000	6810000
chr10	6830000	7050000
chr10	7070000	7550000
chr10	7570000	7810000
chr10	7830000	8190000
chr10	8210000	8650000
chr10	8670000	9270000
chr10	9290000	10070000
chr10	10090000	10530000
chr10	10550000	11070000
chr10	11090000	11270000
chr10	11290000	11590000
chr10	11610000	11930000
chr10	11950000	12230000
chr10	12250000	12430000
chr10	12450000	12750000
chr10	12770000	13210000
chr10	13230000	13730000
chr10	13750000	14170000
chr10	14190000	14690000
chr10	14710000	15070000
chr10	15090000	15810000
chr10	15830000	16330000
chr10	16350000	16970000
chr10	16990000	17490000
chr10	17510000	17750000
chr10	17770000	18250000
chr10	18270000	18670000
chr10	18690000	19110000
chr10	19130000	19510000
chr10	19530000	20110000
chr10	20130000	20710000
chr10	20730000	21090000
chr10	21110000	21370000
chr10	21390000	21950000
chr10	21970000	22290000
chr10	22310000	22710000
chr10	22730000	23190000
chr10	23210000	23770000
chr10	23790000	24710000
chr10	24730000	25570000
chr10	25590000	25930000
chr10	25950000	26470000
chr10	26490000	26790000
chr10	26810000	28250000
chr10	28270000	28530000
chr10	28550000	28830000
chr10	28850000	30090000
chr10	30110000	30450000
chr10	30470000	30950000
chr10	30970000	31270000
chr10	31290000	31790000
chr10	31810000	32130000
chr10	32150000	32510000
chr10	32530000	32830000
chr10	32850000	33530000
chr10	33550000	34010000
chr10	34030000	34290000
chr10	34310000	35410000
chr10	35430000	35670000
chr10	35690000	36050000
chr10	36070000	36410000
chr10	36430000	36770000
chr10	36790000	37210000
chr10	37230000	37550000
chr10	37570000	37870000
chr10	37890000	38250000
chr10	38270000	39410000
chr10	39430000	39930000
chr10	39950000	40890000
chr10	40910000	41330000
chr10	41350000	41630000
chr10	41650000	42070000
chr10	42090000	42610000
chr10	42630000	43150000
chr10	43170000	43430000
chr10	43450000	43810000
chr10	43830000	44050000
chr10	44070000	44570000
chr10	44590000	44810000
chr10	44830000	45150000
chr10	45170000	45350000
chr10	45370000	45850000
chr10	45870000	46370000
chr10	46390000	46550000
chr10	46570000	46910000
chr10	46930000	47330000
chr10	47350000	47810000
chr10	47830000	48210000
chr10	48230000	48930000
chr10	48950000	49170000
chr10	49190000	49650000
chr10	49670000	49850000
chr10	49870000	50570000
chr10	50590000	51330000
chr10	51350000	52070000
chr10	52090000	52730000
chr10	52750000	52990000
chr10	53010000	53910000
chr10	53930000	54210000
chr10	54230000	55110000
chr10	55130000	55650000
chr10	55670000	56070000
chr10	56090000	56510000
chr10	56530000	57630000
chr10	57650000	58210000
chr10	58230000	58570000
chr10	58590000	58750000
chr10	58770000	58910000
chr10	58930000	59410000
chr10	59430000	60050000
chr10	60070000	60850000
chr10	60870000	61050000
chr10	61070000	61390000
chr10	61410000	61870000
chr10	61890000	62070000
chr10	62090000	62690000
chr10	62710000	63290000
chr10	63310000	64070000
chr10	64090000	64810000
chr10	64830000	65230000
chr10	65250000	65410000
chr10	65430000	65750000
chr10	65770000	65850000
chr10	65870000	66930000
chr10	66950000	67470000
chr10	67490000	67670000
chr10	67690000	67870000
chr10	67890000	68930000
chr10	68950000	69770000
chr10	69790000	70410000
chr10	70430000	70690000
chr10	70710000	71370000
chr10	71390000	71750000
chr10	71770000	72150000
chr10	72170000	72490000
chr10	72510000	72750000
chr10	72770000	73390000
chr10	73410000	73990000
chr10	74010000	74290000
chr10	74310000	75350000
chr10	75370000	75590000
chr10	75610000	75950000
chr10	75970000	76630000
chr10	76650000	77090000
chr10	77110000	78370000
chr10	78390000	79270000
chr10	79290000	79650000
chr10	79670000	80650000
chr10	80670000	80910000
chr10	80930000	81310000
chr10	81330000	81450000
chr10	81470000	82190000
chr10	82210000	82470000
chr10	82490000	82590000
chr10	82610000	83330000
chr10	83350000	83950000
chr10	83970000	84470000
chr10	84490000	85090000
chr10	85110000	85430000
chr10	85450000	85610000
chr10	85630000	86090000
chr10	86110000	86350000
chr10	86370000	86510000
chr10	86530000	86830000
chr10	86850000	87290000
chr10	87310000	88050000
chr10	88070000	88330000
chr10	88350000	88630000
chr10	88650000	88870000
chr10	88890000	90090000
chr10	90110000	91310000
chr10	91330000	91650000
chr10	91670000	92210000
chr10	92230000	92810000
chr10	92830000	93350000
chr10	93370000	93630000
chr10	93650000	94770000
chr10	94790000	95410000
chr10	95430000	97250000
chr10	97270000	97770000
chr10	97790000	99630000
chr10	99650000	100130000
chr10	100150000	100290000
chr10	100310000	100710000
chr10	100730000	101630000
chr10	101650000	101850000
chr10	101870000	102470000
chr10	102490000	102730000
chr11	610000	1230000
chr11	1250000	1550000
chr11	1570000	2090000
chr11	2110000	3050000
chr11	3070000	3610000
chr11	3630000	4290000
chr11	4310000	4610000
chr11	4630000	5450000
chr11	5470000	5970000
chr11	5990000	6170000
chr11	6190000	6650000
chr11	6670000	7490000
chr11	7510000	8130000
chr11	8150000	9110000
chr11	9130000	9730000
chr11	9750000	10010000
chr11	10030000	10490000
chr11	10510000	10870000
chr11	10890000	11210000
chr11	11230000	11550000
chr11	11570000	11690000
chr11	11710000	12350000
chr11	12370000	12750000
chr11	12770000	13030000
chr11	13050000	13390000
chr11	13410000	13710000
chr11	13730000	14190000
chr11	14210000	14530000
chr11	14550000	15090000
chr11	15110000	15470000
chr11	15490000	16130000
chr11	16150000	16870000
chr11	16890000	17990000
chr11	18010000	18770000
chr11	18790000	19310000
chr11	19330000	19590000
chr11	19610000	20390000
chr11	20410000	20670000
chr11	20690000	20890000
chr11	20910000	21090000
chr11	21110000	21530000
chr11	21550000	22090000
chr11	22110000	23150000
chr11	23170000	24230000
chr11	24250000	24490000
chr11	24510000	24750000
chr11	24770000	25130000
chr11	25150000	25830000
chr11	25850000	26210000
chr11	26230000	26730000
chr11	26750000	27370000
chr11	27390000	28030000
chr11	28050000	28410000
chr11	28430000	28910000
chr11	28930000	29390000
chr11	29410000	29790000
chr11	29810000	30130000
chr11	30150000	30470000
chr11	30490000	30890000
chr11	30910000	31210000
chr11	31230000	31930000
chr11	31950000	32550000
chr11	32570000	32910000
chr11	32930000	33910000
chr11	33930000	34190000
chr11	34210000	35670000
chr11	35690000	36510000
chr11	36530000	36790000
chr11	36810000	37430000
chr11	37450000	37630000
chr11	37650000	37970000
chr11	37990000	38310000
chr11	38330000	38790000
chr11	38810000	40150000
chr11	40170000	41410000
chr11	41430000	41710000
chr11	41730000	42170000
chr11	42190000	42910000
chr11	42930000	43430000
chr11	43450000	43790000
chr11	43810000	44270000
chr11	44290000	44830000
chr11	44850000	45790000
chr11	45810000	46190000
chr11	46210000	46810000
chr11	46830000	47130000
chr11	47150000	47330000
chr11	47350000	47870000
chr11	47890000	47970000
chr11	47990000	48150000
chr11	48170000	48670000
chr11	48690000	49390000
chr11	49410000	49630000
chr11	49650000	50010000
chr11	50030000	50210000
chr11	50230000	50510000
chr11	50530000	51290000
